LEAD_ID,CAMPAÑA,BASE_ST,TIPO_ESTUDIANTE,CAMPUS,FUENTE_ORIGEN,CARRERA,FACULTAD,COLEGIO,PM,FECHA_REGISTRO,EDAD,AÑO_EGRESO,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA_PM,COLEGIO_TIPO,FECHA_ULT_VALORACION,RANGO_EDAD,RANGO_EGRESO,REG,UND,GENERO
3ad9441d-c98b-f011-b4cb-002248e02c5a,2026-01,RECICLADOS,Nuevo,CAX,Reciclado,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,1,9/1/2025 12:00:00 PM,18,2024.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,2/25/2026 12:00:00 AM,Privada,2/25/2026 12:00:00 PM,[18 - 22],Egresos 2024,1,PG,Masculino
5EF3ABDA-C4C6-ED11-B597-002248E05ACC,2023-01,WEB,Nuevo,CAX,Web,INGENIERIA CIVIL,,SAN FERNANDO,1,3/19/2023 12:00:00 AM,28,2011.0,Cajamarca,Cajamarca,Cajamarca,20/03/2023 00:00:00,Privada,3/20/2023 12:00:00 AM,[20 años],Egresos < 2016,1,WA,
a490e881-3694-f011-b4cb-6045bd3a4c4c,2026-01,REINGRESO,Reingreso,BREÑA,Reciclado,ARQUITECTURA Y URBANISMO,FACULTAD DE ARQUITECTURA,SAN FERNANDO,1,9/1/2025 12:00:00 PM,27,2017.0,LIMA,LIMA,SAN MARTIN DE PORRES,9/20/2025 12:00:00 AM,Privada,3/10/2026 12:00:00 PM,[26 - 30],Egresos < 2017,1,PG,Masculino
64492599-5f1b-f011-998a-000d3ac0ff0a,2025-02,RECICLADOS,Nuevo,CAX,Reciclado,ARQUITECTURA Y DISEÑO DE INTERIORES,FACULTAD DE ARQUITECTURA,SAN FERNANDO,0,4/10/2025 12:00:00 AM,17,2024.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Privada,6/6/2025 12:00:00 AM,[15 - 17],Egresos 2024,1,PG,Masculino
caf5fb78-661c-ef11-840a-6045bd392a1b,2025-01,COLEGIOS,Nuevo,CAX,Colegios,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,0,5/27/2024 12:00:00 PM,16,2024.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Privada,1/13/2025 12:00:00 PM,[15 - 17],Egresos 2025,1,PG,Masculino
5525deed-4471-ef11-a671-000d3ac1457b,2025-01,NEW REINGRESO,New Reingreso,CAX,Reciclado,INGENIERIA CIVIL,FACULTAD DE INGENIERÍA,SAN FERNANDO,0,4/15/2024 12:00:00 PM,35,0.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Privada,3/20/2025 12:00:00 PM,[31 - 35],SIN DATO,1,WA,Masculino
D555C382-AD42-ED11-BBA3-000D3A8922C8,2023-02,NEW REINGRESO,New Reingreso,CAX,Reciclado,INGENIERIA INDUSTRIAL,,SAN FERNANDO,0,12/14/2016 12:00:00 AM,23,,SIN DATO,SIN DATO,SIN DATO,,Privada,7/7/2023 12:00:00 AM,[23 - 25],SIN DATO,1,PG,
d6c16389-9d8a-f011-b4cb-6045bd389c05,2026-01,RECICLADOS PARA MKT DIRECTO,Nuevo,SJL,Reciclado,ECONOMIA Y NEGOCIOS INTERNACIONALES,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,9/1/2025 12:00:00 PM,24,2017.0,CUSCO,LA CONVENCION,INKAWASI,,Publica,,[23 - 25],Egresos < 2017,1,PG,SIN DATO
8b3f5367-8e8d-f011-b4cb-000d3a894aa8,2026-01,RECICLADOS,Nuevo,CAX,Reciclado,PSICOLOGIA,FACULTAD DE SALUD,SAN FERNANDO,0,9/1/2025 12:00:00 PM,32,2015.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Publica,3/17/2026 12:00:00 PM,[31 - 35],Egresos < 2017,1,PG,Femenino
EE923388-A156-EE11-BE6F-002248E0D695,2024-01,RECICLADOS,Nuevo,OLIVOS,Reciclado,ADMINISTRACION,,SAN FERNANDO,0,6/20/2020 12:00:00 AM,43,1997.0,SIN DATO,SIN DATO,SIN DATO,,Publica,12/23/2022 12:00:00 AM,[> 25 años],Egresos < 2016,1,PG,
F4756C3F-1FD6-EC11-A7B5-00224835C014,2022-02,NEW REINGRESO,New Reingreso,BREÑA,Reciclado,CONTABILIDAD Y FINANZAS,,SAN FERNANDO,0,7/22/2019 12:00:00 AM,26,,SIN DATO,SIN DATO,SIN DATO,,Publica,8/24/2022 12:00:00 AM,[26 - 30],SIN DATO,1,WA,
93355a0c-84c0-f011-bbd3-002248379b64,2026-01,WEB,Nuevo,CAX,Web Admisión Adelantada,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,1,11/13/2025 12:00:00 PM,17,2025.0,SAN MARTIN,RIOJA,SAN FERNANDO,11/16/2025 12:00:00 AM,Publica,12/17/2025 12:00:00 PM,[15 - 17],Egresos 2025,1,PG,Femenino
abd35e39-4903-ef11-9f89-002248e019ac,2024-02,NEW REINGRESO,New Reingreso,TRUX,Reciclado,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/1/2024 12:00:00 AM,26,2015.0,PIURA,MORROPON,CHALACO,,Publica,8/7/2024 12:00:00 AM,[26 - 30],Egresos del 2016 al 2020,1,PG,Femenino
daa84132-7e1b-f011-998a-002248dfe683,2025-02,RECICLADOS PARA MKT DIRECTO,Nuevo,COMAS,Reciclado,CONTABILIDAD Y FINANZAS,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/10/2025 12:00:00 AM,29,2012.0,LIMA,LIMA,CARABAYLLO,,Publica,,[26 - 30],Egresos < 2016,1,WA,Femenino
