COLEGIO;COLEGIO_TIPO
80553 LUIS FELIPE DE LA PUENTE UCEDA;Publica
80556 ALEJANDRO TORIBIO RODRIGUEZ DE MENDOZA COLLANTES;Publica
80557 CIRO ALEGRIA BAZAN;Publica
80566 LUIS FELIPE DE LA PUENTE UCEDA;Publica
80569;Publica
80575 JOSE MARIA ARGUEDAS;Publica
80580 VIRGEN DEL ROSARIO;Publica
80588;Publica
80591 CIRO ALEGRIA BAZAN;Publica
80593;Publica
80595;Publica
80599 JOSE FAUSTINO SANCHEZ CARRION;Publica
80604;Publica
80605;Publica
80611 RAMON CASTILLA MARQUEZADO;Publica
80612;Publica
80619 RICARDO PALMA;Publica
80621 LEONCIO PRADO;Publica
80626 NUESTRA SEÑORA DE LAS MERCEDES;Publica
80627 LEONCIO PRADO GUTIERREZ;Publica
80631;Publica
80635 SAN JUAN BAUTISTA;Publica
80636 LUIS VALLE GOICOCHEA;Publica
80647;Publica
80649;Publica
80649 CLODOMIRO MAGNO GUEVARA VARGAS;Publica
80652;Publica
80656 SANTIAGO MARTIN AYLLON;Publica
80657;Publica
80657 RECUAYCITO;Publica
80661;Publica
80662;Publica
80663 CESAR A. VALLEJO MENDOZA;Publica
80664 SAN IGNACIO DE LOYOLA;Publica
80666;Publica
80669;Publica
80676 JOSE ANTONIO ENCINAS FRANCO;Publica
80683 SANTUARIO Y RESERVA NACIONAL;Publica
80686;Publica
80689 DANIEL ALCIDES CARRION;Publica
80690 ALBERTO FUJIMORI;Publica
80691 TUPAC AMARU II;Publica
80694;Publica
80694 JESUS EL GRAN MAESTRO;Publica
80695;Publica
80700;Publica
80700 CARLOS NORIEGA JIMENEZ;Publica
80702 MARIA SANDOVAL ROBLES;Publica
80704 ANDRES AVELINO CACERES;Publica
80706 SANTA MARIA;Publica
80709 JAVIER HERAUD PEREZ;Publica
80710 JORGE BASADRE;Publica
80711;Publica
80720;Publica
80723;Publica
80731;Publica
80733;Publica
80733 JOSE MARIA ARGUEDAS;Publica
80737;Publica
80741;Publica
80743 SANTO TOMAS DE AQUINO;Publica
80745;Publica
80747;Publica
80748;Publica
80749;Publica
80756 JOSE MARIA ARGUEDAS;Publica
80768;Publica
80768 JOSE MARIA ARGUEDAS ALTAMIRANO;Publica
80769;Publica
80770;Publica
80773;Publica
80775 CESAR VALLEJO MENDOZA;Publica
80779 LA INMACULADA;Publica
80793;Publica
80795;Publica
80796;Publica
80798;Publica
80809;Publica
80809 CHINCHUPATA;Publica
80812;Publica
80816;Publica
80817;Publica
80818 JORGE BASADRE GROHMANN;Publica
80819 FRANCISCO LIZARZABURO;Publica
80819 FRANCISCO LIZARZABURU;Publica
80820 VICTOR LARCO;Publica
80821 CESAR VALLEJO MENDOZA;Publica
80822 SANTA MARIA DE LA ESPERANZA;Publica
80823 EL INDOAMERICANO;Publica
80824 JOSE CARLOS MARIATEGUI;Publica
80825 VIRGEN DEL CARMEN;Publica
80826;Publica
80829 JOSE OLAYA;Publica
80830 ZOILA HORA DE ROBLES;Publica
80831 FRANCISCO BOLOGNESI;Publica
80836;Publica
80839 MARISCAL LUIS JOSE DE ORBEGOSO;Publica
80842;Publica
80844;Publica
80850;Publica
80854;Publica
80854 JORGE CHAVEZ DARTNELL;Publica
80855 CESAR ACUÑA PERALTA;Publica
80860;Publica
80860 RICARDO PINILLOS MARTIN;Publica
80865 DANIEL HOYLE;Publica
80869 ALMIRANTE MIGUEL GRAU SEMINARIO;Publica
80878;Publica
80880 CONSUELO SOLANO DE VILLON;Publica
80881 ENRIQUE VALENZUELA VALERA;Publica
80882 JORGE CHAVEZ;Publica
80885;Publica
80891 AUGUSTO ALVA ASCURRA;Publica
80892 LOS PINOS;Publica
80893;Publica
80894;Publica
80910;Publica
80911;Publica
80914 TOMAS GAMARRA LEON;Publica
80915 MIGUEL GRAU SEMINARIO;Publica
80921 NEMESIO VARGAS MARQUINA;Publica
80945 JAVIER HERAUD;Publica
80950;Publica
80955;Publica
80964;Publica
80965;Publica
80965 SAN JUAN BAUTISTA;Publica
80968 GASPAR QUEVEDO RENGIFO;Publica
80971;Publica
80976 SAN ISIDRO LABRADOR;Publica
80977;Publica
81001 REPUBLICA DE PANAMA;Publica
81002 JAVIER HERAUD;Publica
81003 CESAR ABRAHAM VALLEJO MENDOZA;Publica
81005 JOSE CARLOS MARIATEGUI LA CHIRA;Publica
81007 MODELO;Publica
81014 PEDRO MERCEDES UREÑA;Publica
81017 SANTA EDELMIRA;Publica
81023 NTRA.SRA.DE LOURDES;Publica
81023 NUESTRA SEÑORA DE LOURDES;Publica
81024 MIGUEL GRAU SEMINARIO;Publica
81025 JOSE ANTONIO ENCINAS;Publica
81028 JUAN ALVARADO;Publica
81034 JOSE MARIA ARGUEDAS;Publica
81506 CESAR VALLEJO;Publica
81516 LIBERTAD;Publica
81522;Publica
81524;Publica
81526 VICTOR GANOZA PLAZA;Publica
81540;Publica
81542 ANDRES AVELINO CACERES;Publica
81545;Publica
81545 - MUNMALCA;Publica
81549;Publica
81550;Publica
81558 IMELDA CAVA VARGAS;Publica
81560;Publica
81562 JUAN VASQUEZ JIMENEZ;Publica
81568 SEGUNDO ROJAS VELASQUEZ;Publica
81583 LA MERCED;Publica
81608 SAN JOSE;Publica
8161 MANUEL SCORZA TORRE;Publica
81618 SEÑOR DE LOS MILAGROS;Publica
81623 SIMON BOLIVAR;Publica
81624;Publica
81642;Publica
81651 ALBERT EINSTEIN;Publica
81658;Publica
8168 LOS ANGELES DE NARANJAL;Publica
81684 DIVINO MAESTRO;Publica
81695;Publica
8170 CESAR VALLEJO;Publica
81700;Publica
81700 VICTOR RAUL HAYA DE LA TORRE;Publica
81703 NUESTRA SEÑORA DE GUADALUPE;Publica
81714 SEÑOR DE LOS MILAGROS;Publica
81729;Publica
81729 LUIS FELIPE DE LA PUENTE UCEDA;Publica
81742;Publica
81746 ALMIRANTE MIGUEL GRAU SEMINARIO;Publica
81748;Publica
81749 DIVINO JESUS;Publica
81751 DIOS ES AMOR;Publica
81758 TELMO HOYLE DE LOS RIOS;Publica
81764 LA CANTERA;Publica
81765 SIMON LOZANO GARCIA;Publica
81770 MARIA INMACULADA CONCEPCION;Publica
81773 SIMON BOLIVAR;Publica
8180 CELSO LINO RICALDI;Publica
8181 HEROES DEL ALTO CENEPA;Publica
8183 PITAGORAS;Publica
8184 SAN BENITO;Publica
8186 MARIA JESUS ESPINOZA MATOS;Publica
8187;Publica
8188 FE Y ESPERANZA;Publica
81902;Publica
81905 CESAR ACUÑA PERALTA;Publica
81917 ANTONIO RAYMONDI;Publica
8193;Publica
8193 VILLAS DE ANCON;Publica
81932 SEÑOR DE LA MISERICORDIA;Publica
81971 ALFONSO UGARTE;Publica
82001;Publica
82008;Publica
82008 SANTA BEATRIZ DE SILVA;Publica
82010;Publica
82012 TORIBIO CASANOVA;Publica
82012 TORIBIO CASANOVA LOPEZ;Publica
82015 RAFAEL OLASCOAGA;Publica
82019;Publica
82019 - LA FLORIDA;Publica
82022 MICAELA BASTIDAS;Publica
82025;Publica
82025 ZOILA AURORA SANCHEZ DE LATORRE;Publica
82028;Publica
82032;Publica
82040 VIRGEN DE LA NATIVIDAD;Publica
82065;Publica
82067;Publica
82070 ABRAHAM VALDELOMAR;Publica
82071;Publica
82072 AROLDO REATEGUI REATEGUI;Publica
82073 JOSE ARISTEDES CASTRO GAMBOA;Publica
82073 SAN MARTIN DE PORRES;Publica
82074 PEDRO RUIZ GALLO;Publica
82101;Publica
821131;Publica
82115 EL CUMBE;Publica
82115 JOSE FAUSTINO SANCHEZ CARRION;Publica
82117;Publica
82121;Publica
82121 SHUDAL;Publica
82136;Publica
821363;Publica
821540;Publica
82157 RAFAEL LARCO HOYLE;Publica
82162 SAN LORENZO;Publica
82165 CESAR VALLEJO MENDOZA;Publica
82166 DIVINO MAESTRO;Publica
82179;Publica
82180;Publica
82181;Publica
82206 VALLE DE DIOS;Publica
82207;Publica
82208 MARQUEZ DE TORRE TAGLE;Publica
82212 PEDRO PAULET MOSTAJO;Publica
82294;Publica
82323;Publica
82333;Publica
82336;Publica
82337;Publica
82383;Publica
82384;Publica
82538 MANUEL MARIA ALVAREZ;Publica
82539;Publica
82540;Publica
82543;Publica
82548;Publica
82549;Publica
82566 CENTENARIA 109;Publica
82614 INMACULADA. VIRGEN DE LA MERCED;Publica
82629;Publica
82641 SIMON BOLIVAR;Publica
82774;Publica
82774 SANTA ROSA;Publica
82780 FELICIANO RAMIREZ SUAREZ;Publica
82876;Publica
82876 CAU CAU;Publica
82914;Publica
82914 SOGORÓN;Publica
82951;Publica
82954;Publica
82982;Publica
83003 SAN FRANCISCO;Publica
83010 MARIO GUSTAVO ZARATE V.;Publica
84013 NEVADO DE JANCAPAMPA;Publica
84023;Publica
84024 JUAN ALVARO VILLACHICA CORDOVA;Publica
84047 TUPAC AMARU II;Publica
84049 JUAN CLAUDIO VILLAFUERTE;Publica
84050 SAN JUAN BAUTISTA;Publica
84059 SIMON BOLIVAR;Publica
84118 SANTA CRUZ;Publica
84124 ELEODORO VEGA OCAÑA;Publica
84128 VIRGEN DEL ROSARIO;Publica
84132 SAN DIEGO;Publica
84155 TEODORO LOLO FERNANDEZ;Publica
84156;Publica
84165 ASTERIA CASTRO PAREJA;Publica
84169 MARIA PARADO DE BELLIDO;Publica
84176 VIRGEN DEL ROSARIO;Publica
84181 JOSE MARIA ARGUEDAS;Publica
84185 SANTA CRUZ;Publica
84186 LUIS ALBERTO SANCHEZ;Publica
84189 HORACIO ZEVALLOS GAMEZ;Publica
84205 SAN FRANCISCO DE ASIS;Publica
84216;Publica
84217;Publica
84227 SAN ANTONIO;Publica
84245 JORGE CHAVEZ DARTNELL;Publica
84255 PADRE HUGO DE CENSI SCARAFONI;Publica
84259 ALEJANDRO TOLEDO MANRIQUE;Publica
84290 JOSE ANTONIO ENCINAS;Publica
84327 JOSE CARLOS MAREATEGUI;Publica
86;Publica
86001 SANTA ROSA DE VITERBO;Publica
86002 JORGE BASADRE GROHMAN;Publica
86005 RICARDO PALMA CARRILLO;Publica
86006 SANTISIMA TRINIDAD;Publica
86014 TUPAC AMARU II;Publica
86016 PEDRO PABLO ATUSPARIA;Publica
86017 SABIO ANTONIO RAIMONDI;Publica
86019 LA LIBERTAD;Publica
86021 SIMON ANTONIO BOLIVAR PALACIOS;Publica
86026 SANTA INES;Publica
86030 NIÑO JESUS DE PRAGA;Publica
86031 NUESTRA SEÑORA DE LA ASUNCION;Publica
86043 VIRGEN DE LAS MERCEDES;Publica
86048 CESAR VALLEJO MENDOZA;Publica
86054 JAVIER ROMERO MAGUIÑA;Publica
86058 BARNER MYER;Publica
86059 VIRGEN DE LA NATIVIDAD;Publica
86061;Publica
86064 PEDRO PABLO PALACIOS;Publica
86098 JOSE MARIA ARGUEDAS;Publica
86118;Publica
86126 HERMILIO VALDIZAN;Publica
86133;Publica
86142 SABIO SANTIAGO ANTUNEZ DE MAYOLO;Publica
86147;Publica
86154;Publica
86156 VIRGEN INMACULADA CONCEPCION;Publica
86157 CESAR VALLEJO;Publica
86158 SAN SANTIAGO;Publica
86211 CORONEL BOLOGNESI;Publica
86214 GUILLERMO BRACALE RAMOS;Publica
86216 SAN MIGUEL;Publica
86223 SANTA MARIA;Publica
86234 SAN FRANCISCO;Publica
86239 NUESTRA SEÑORA DE GUADALUPE;Publica
86240;Publica
86243 VICTOR ANDRES BELAUNDE;Publica
86244 LUIS PARDO NOVOA;Publica
86253 CELSO GARRO VALDERRAMA;Publica
86269 MARIA AUXILIADORA;Publica
86280 RICARDO PALMA;Publica
86286 SEÑOR DE LOS AUXILIOS;Publica
86287 PEDRO COCHACHIN;Publica
86293 SANTA URSULA;Publica
86329 MARIA JIRAY;Publica
86342 PEDRO KOCHATZIN;Publica
86344 JAVIER HERAUD PEREZ;Publica
86345 JULIO C. TELLO;Publica
86345 JULIO CESAR TELLO;Publica
86350;Publica
86353;Publica
86361;Publica
86370;Publica
86376 HORACIO ZEBALLOS GAMEZ;Publica
86378 SANTA ROSA;Publica
86379 SEÑOR DE POMALLUCAY;Publica
86383;Publica
86384;Publica
86445;Publica
86454;Publica
86469;Publica
86473 MICELINO SANDOVAL TORRES;Publica
86477 ESTENIO TORRES RAMOS;Publica
86483 CONSTANTINO PEDRO JARAMILLO;Publica
86486 VICTOR FLORES CORTEZ;Publica
86487 SIMON BOLIVAR PALACIOS;Publica
86492 JOSE STRAUSSBERGER;Publica
86493 SAN JUAN BOSCO;Publica
86495 SAN JUAN BAUTISTA;Publica
86496 JOSE GALVEZ;Publica
86499 LUIS TORRES SALAZAR;Publica
86500 VIRGEN DE LAS MERCEDES;Publica
86501 ANDRES AVELINO CACERES;Publica
86502 SAN SANTIAGO;Publica
86503 SANTA ROSA;Publica
86504 ANDRES PASCUAL;Publica
86505 OSCAR TORRES VELASQUEZ;Publica
86523 SAN MIGUEL ARCANGEL;Publica
86543 MARIANO MELGAR;Publica
86547 DAVID ELWIN JHONSON MILLER;Publica
86548 JOSE MARIA VELAZ;Publica
86556 MARIO AGUSTO SORIANO INFANTE;Publica
86559 LIBERTADOR SAN MARTIN;Publica
86560 JAVIER HERAUD PEREZ;Publica
86567 SAN JUAN DE PARARIN;Publica
86568 NUESTRA SEÑORA DEL PILAR;Publica
86571 SAN LORENZO;Publica
86574 SAN PABLO;Publica
86577 CESAR VALLEJO MENDOZA;Publica
86578 VIRGEN DEL ROSARIO;Publica
86579 SAN PEDRO;Publica
86580 EDUARDO AUGUSTO BUSTAMANTE ALVARADO;Publica
86596 VIRGEN INMACULADA CONCEPCION;Publica
86620 SANTA FE;Publica
86623 CESAR VALLEJO;Publica
86636 SAN JUAN BOSCO;Publica
86637 LA INMACULADA;Publica
86638 NESTOR ESCUDERO OLIVERO;Publica
86638 NESTOR ESCUDERO OLIVEROS;Publica
86643 SANTO TORIBIO;Publica
86645 RICARDO PALMA;Publica
86648 SANTO DOMINGO DE GUZMAN;Publica
86662 FRANCISCO BOLOGNESI;Publica
86664;Publica
86664 SANTO DOMINGO SAVIO-ALPABAMBA;Publica
86665 DOS DE MAYO;Publica
86669;Publica
86669 MARCOS YAURI MONTERO;Publica
86672;Publica
86676;Publica
86678;Publica
86686 SEÑOR DE LA SOLEDAD;Publica
86686 SEÑOR DE LA SOLEDAD (DUPLICADO)(;Publica
86692 JUAN BAUTISTA DE LA SALLE;Publica
86692 SAN JUAN BAUTISTA LA SALLE;Publica
86704 SEÑOR DE LOS MILAGROS;Publica
86710;Publica
86713 JOSE MARIA ARGUEDAS;Publica
86737;Publica
86737 JORGE NONNI MAINETTI;Publica
86738 EL AMAUTA JOSE MARIA ARGUEDAS ALTAMIRANO;Publica
86758 CIRO ALEGRIA BAZAN;Publica
86896 ENRIQUE LOPEZ ALBUJAR;Publica
86906;Publica
86967;Publica
86974 ISABEL FLORES DE OLIVA;Publica
88003 LAS AMERICAS;Publica
88008;Publica
88011 INCA GARCILASO DE LA VEGA;Publica
88013 ELEAZAR GUZMAN BARRON;Publica
88014 JOSE OLAYA;Publica
88015 EDITH WEED DAVIS;Publica
88016 JOSE GALVEZ EGUSQUIZA;Publica
88017 CESAR VALLEJO;Publica
88021 ALFONSO UGARTE;Publica
88024;Publica
88025;Publica
88025 RAMON CASTILLA;Publica
88026 JULIO CESAR TELLO ROJAS;Publica
88027 SEÑOR DE PUMALLUCAY;Publica
88031 REPUBLICA PERUANA;Publica
88033 JOSE MARIA ARGUEDAS;Publica
88034 PEDRO RUIZ GALLO;Publica
88035 SEÑOR DE LOS MILAGROS DE CAYAN;Publica
88036 MARIANO MELGAR;Publica
88037 ANTENOR SANCHEZ;Publica
88039 JAVIER HERAUD;Publica
88042;Publica
88044;Publica
88046 JOSE CARLOS MARIATEGUI;Publica
88047 AUGUSTO SALAZAR BONDY;Publica
88049;Publica
88050;Publica
88054 SANTO TORIBIO;Publica
88055 DANILO CARRASCO MAZA;Publica
88058;Publica
88061 JOSE ABELARDO QUIÑONES;Publica
88062;Publica
88066 RENE SALAZAR MAGUIÑA;Publica
88071;Publica
88099;Publica
88101 CESAR ABRAHAM VALLEJO MENDOZA;Publica
88101 CESAR ABRAHAM VALLEJO MENDOZA (DUPLICADO);Publica
88102 REPUBLICA DE CHILE;Publica
88105 JUAN NOEL LASTRA;Publica
88106 JOSE CARLOS MARIATEGUI;Publica
88107 VIRGEN DE FATIMA;Publica
88109 ALFONSO UGARTE;Publica
88110 NUESTRA SEÑORA DE FATIMA;Publica
88111 JOSE FAUSTINO SANCHEZ CARRION;Publica
88114 SAN MARTIN DE PORRAS;Publica
88116 JOSE MARIA ARGUEDAS;Publica
88118 CIRO ALEGRIA BAZAN;Publica
88128 ALFONSO UGARTE;Publica
88132 SANTIAGO ANTUNEZ DE MAYOLO;Publica
88134 PEDRO PABLO ATUSPARIA;Publica
88136 SAN PABLO;Publica
88138 PERPETUO SOCORRO;Publica
88152;Publica
88152 SAN MARCOS;Publica
88156;Publica
88156 SAN AGUSTIN;Publica
88159 HECTOR HEREDIA ROSALES;Publica
88161;Publica
88162;Publica
88163;Publica
88164;Publica
88165;Publica
88167;Publica
88174;Publica
88174 SAN NICOLAS;Publica
88175;Publica
88177 ABAD LOPEZ DE LA CRUZ;Publica
88183;Publica
88188;Publica
88190 VICTOR RAUL HAYA DE LA TORRE;Publica
88193;Publica
88226 DANIEL ALCIDES CARRION;Publica
88227 PEDRO PABLO ATUSPARIA;Publica
88269 SANTISIMA CRUZ DE MOTUPE;Publica
88298 LUIS ALBERTO SANCHEZ;Publica
88301;Publica
88315 CESAR VALLEJO;Publica
88319 SANTA ROSA DE LIMA PATRONA DE AMERICA;Publica
88320;Publica
88320 SAN BARTOLO;Publica
88330 SANTISIMA CRUZ DE MAYO;Publica
88331;Publica
88336 GASTON VIDAL PORTURAS;Publica
88357 TERESA GONZALES DE FANNING;Publica
88381 IGNACIO AMADEO RAMOS OLIVERA;Publica
88388 SAN LUIS DE LA PAZ;Publica
88389 JUAN VALER SANDOVAL;Publica
88417;Publica
89 ALBUJAR Y GUARNIZ;Publica
89002;Publica
89002 GLORIOSA;Publica
89004 MANUEL GONZALEZ PRADA;Publica
89008 ANDRES AVELINO CACERES;Publica
89009 8 DE OCTUBRE;Publica
89017 MARISCAL ANDRES AVELINO CACERES;Publica
898;Publica
9 DE DICIEMBRE;Privada
9 DE DICIEMBRE;Publica
9 DE JULIO;Publica
91 JOSE IGNACIO MIRANDA;Publica
A 28 PERU BIRF;Publica
ABC PRISMA;Privada
ABEL ALVA;Publica
ABEL CALDERON CARRERA;Publica
ABEL CARBAJAL PEREZ;Publica
ABEL TORO CONTRERAS;Publica
ABELARDO ALVA MAURTUA;Privada
ABELARDO GAMARRA;Privada
ABIGAIL EGUSQUIZA GONZALES;Publica
ABILIA OCAMPO;Publica
ABRAHAM CARRANZA CULQUI;Publica
ABRAHAM CASTRO QUINTIQUARI;Publica
ABRAHAM DELGADO LINARES;Privada
ABRAHAM LINCOLN;Privada
ABRAHAM LINCOLN COLLEGE;Privada
ABRAHAM MASLOW;Privada
ABRAHAM NORIEGA VALERA;Publica
ABRAHAM VALDELOMAR;Privada
ABRAHAM VALDELOMAR;Publica
ABRAHAM VALDELOMAR PINTO;Publica
ABRAHAN NORIEGA VALERA;Publica
ABRAHAN VALDELOMAR PINTO;Publica
ABSALON SALAZAR FONSECA;Publica
ABSALON VASQUEZ VILLANUEVA;Publica
ABUNDIO SAGASTEGUI ALVA;Publica
ACADEMY OF KING;Privada
ACDUNI;Privada
ACHUAR MASHUTAK;Publica
ACLLAMAYO;Publica
ACUARELA;Privada
ADA A. BYRON;Privada
ADAM SMITH COLLEGE;Privada
ADDES;Privada
ADELA LENGUA DE CALDERON;Publica
ADELISES I;Privada
ADESA;Privada
ADEU;Privada
ADONAI;Privada
ADONAI DE CHICAMA;Privada
ADUNI;Privada
ADVANCE;Privada
ADVANCE COLLEGE;Privada
ADVENTISTA;Privada
ADVENTISTA ALEJANDRO BULLON;Privada
ADVENTISTA CHICLAYO;Privada
ADVENTISTA DANIEL ALCIDES CARRION;Privada
ADVENTISTA DEL 7MO. DIA;Privada
ADVENTISTA DEL TITICACA;Privada
ADVENTISTA EDUARDO FRANCISCO FORGA;Privada
ADVENTISTA FERNANDO STAHL;Privada
ADVENTISTA GENERAL JOSE DE SAN MARTIN;Privada
ADVENTISTA JOSE DE SAN MARTIN;Privada
ADVENTISTA KELLUYO;Privada
ADVENTISTA LOS ANDES;Privada
ADVENTISTA PIMENTEL;Privada
ADVENTISTA PIURA;Privada
ADVENTISTA PUNO;Privada
ADVENTISTA SALVADOR;Privada
ADVENTISTA SULLANA;Privada
ADVIENTO DE MIRAFLORES;Privada
AFUL;Privada
AFUL - LAMBAYEQUE;Privada
AFUL FERREÑAFE;Privada
AG. MARIA PARADO DE BELLIDO-B;Publica
AGNUS DEI;Privada
AGORA;Privada
AGRO INDUST. MAÑARINI-B;Publica
AGRO INDUSTRIAL;Publica
AGRO INDUSTRIAL 128;Publica
AGRO INDUSTRIAL JOSE GABRIEL CONDORCANQUI;Publica
AGROINDUSTRIAL;Publica
AGROINDUSTRIAL 34024;Publica
AGROINDUSTRIAL CESAR VALLEJO;Publica
AGROINDUSTRIAL DEL VALLE DE SHAMBO;Publica
AGROINDUSTRIAL MAXIMO SAN ROMAN CACERES DE AJJATIRA;Publica
AGROINDUSTRIAL POMAOCA;Publica
AGROINDUSTRIAL SANTA ANA;Publica
AGROP. ANTONIO RAYMONDI;Publica
AGROP. BUFEO POZO-B;Publica
AGROP. CALLERIA-B;Publica
AGROP. FLOR DE UCAYALI-B;Publica
AGROP. INTERCOMUNAL JUAN VELASCO ALVARADO;Publica
AGROP. JEREZ;Publica
AGROP. MELITON CARBAJAL-B;Publica
AGROP. PUCALLPILLO;Publica
AGROP. SANTA ROSA DE RUNUYA -B;Publica
AGROP. TUPAC AMARU;Publica
AGROPECUARIA ANTAMI;Publica
AGROPECUARIO;Publica
AGROPECUARIO 018;Publica
AGROPECUARIO 07;Publica
AGROPECUARIO 110;Publica
AGROPECUARIO 11084 SAN JUAN BAUTISTA;Publica
AGROPECUARIO 111;Publica
AGROPECUARIO 114;Publica
AGROPECUARIO 13;Publica
AGROPECUARIO 15;Publica
AGROPECUARIO 33 AMAUTA;Publica
AGROPECUARIO 47;Publica
AGROPECUARIO ARTESANAL DE ARUNTAYA;Publica
AGROPECUARIO CHAUPI AYLLU;Publica
AGROPECUARIO CHUQUIBAMBA;Publica
AGROPECUARIO DE AYCHUYO;Publica
AGROPECUARIO DE CHILQUES;Publica
AGROPECUARIO DE HUANUCO;Publica
AGROPECUARIO DE PUERTO SUNGARO;Publica
AGROPECUARIO DE SANTA ROSA;Publica
AGROPECUARIO DE UCHUYTAMBO;Publica
AGROPECUARIO ECOLOGICO DE SAN JUAN;Publica
AGROPECUARIO EL ALIZO;Privada
AGROPECUARIO HUAGAL;Publica
AGROPECUARIO INDUSTRIAL 09;Publica
AGROPECUARIO JOSE ENCINAS FRANCO;Publica
AGROPECUARIO JUAN GREGORIO MENDEL-B;Publica
AGROPECUARIO LARIMAYO;Publica
AGROPECUARIO MARIANO MELGAR SIMBA;Publica
AGROPECUARIO MONTE ALEGRE;Publica
AGROPECUARIO N 8;Publica
AGROPECUARIO NARANJILLO;Publica
AGROPECUARIO NUEVO PARAISO;Publica
AGROPECUARIO OCCORO;Publica
AGROPECUARIO PACAYSUIZO;Publica
AGROPECUARIO PADRE ABAD;Publica
AGROPECUARIO PAMPA YANAMAYO;Publica
AGROPECUARIO PILOTO MASISEA;Publica
AGROPECUARIO QUIACA;Publica
AGROPECUARIO QUISHUARA;Publica
AGROPECUARIO SAN JUAN DEL ORO;Publica
AGROPECUARIO SAN PEDRO;Publica
AGROPECUARIO SANTA CRUZ;Publica
AGROPECUARIO SHAHUAYA-B;Publica
AGROPECUARIO SHUCSHUYACU;Publica
AGROPECUARIO SIBAYO;Publica
AGROPECUARIO SORAPA;Publica
AGROPECUARIO TECNICO INDUSTRIAL NUESTRO SEÑOR;Publica
AGROPECUARIO TORIBIO RODRIGUEZ DE MENDOZA;Publica
AGROPECUARIO TORIBIO RODRIGUEZ DE MENDOZA (DUPLICADO);Publica
AGROPECUARIO TUPAC AMARU-B;Publica
AGROPECUARIO VALLE DEL SISA;Publica
AGROPECUARIO YANQUE;Publica
AGROPECUARIO YAUTAN;Publica
AGRPECUARIO HUAMANRURO;Publica
AGRPECUARIO SANTA MAGDALENA;Publica
AGUA BLANCA;Publica
AGUA VIVA;Privada
AGUA VIVA SCHOOL;Privada
AGUAS CLARAS;Publica
AGUSTIN DE ALAMO;Publica
AGUSTIN DE HIPONA;Publica
AGUSTIN GAMARRA;Publica
AGUSTINIANO SAN MARTIN DE PORRES;Privada
AGUSTO SALAZAR BONDY;Publica
AI APAEC;Privada
AKIRA KATO;Publica
AL AZHAR DE EL CAIRO;Privada
AL GORE;Privada
ALAS PERUANAS;Privada
ALAS PERUANO ARGENTINO;Privada
ALAYPAMPA;Publica
ALBANO QUINN;Privada
ALBERT EINSTEIN;Privada
ALBERT EINSTEIN;Publica
ALBERT EINSTEIN - AMAE;Privada
ALBERT EINSTEIN - BREÑA;Privada
ALBERT EINSTEIN - SAN MIGUEL;Privada
ALBERT EINSTEIN DE CARABAYLLO II;Privada
ALBERT EINSTEIN DE CAYRAN;Privada
ALBERT EINSTEIN DE LOS OLIVOS;Privada
ALBERT EINSTEIN II;Privada
ALBERT EINSTEN DE LOS OLIVOS (EX JULIO C. TELLO);Privada
ALBERTH EINSTEN;Publica
ALBERTO ACOSTA HERRERA;Publica
ALBERTO BARTON;Privada
ALBERTO BARTON THOMPSON;Privada
ALBERTO BENAVIDES DE LA QUINTANA;Publica
ALBERTO BENJAMIN SIMPSON;Privada
ALBERTO BUENO TIRADO;Publica
ALBERTO ESCOBAR;Publica
ALBERTO FLORES GALINDO;Publica
ALBERTO FUJIMORI FUJIMORI;Publica
ALBERTO GOMEZ ROMAN;Publica
ALBERTO LEVEAU GARCIA;Publica
ALBERTO PALLETE;Publica
ALBERTO RUBENS ALTUNA SOLORZANO;Privada
ALBERTO SANCHEZ PEREZ;Publica
ALBERTO TURPAUD;Publica
ALBINO MARTINEZ NARIO;Privada
ALBORADA;Privada
ALCIDES VASQUEZ;Publica
ALCIDES VIGO HURTADO;Publica
ALDEA DEL NIÑO BEATO JUNIPERO SERRA;Publica
ALEJANDRO BORJA CONTRERAS;Publica
ALEJANDRO CUSSIANOVICH VILLARAN;Publica
ALEJANDRO DEUSTUA;Privada
ALEJANDRO EL GRANDE;Privada
ALEJANDRO HUAMAN SALAZAR;Publica
ALEJANDRO SANCHEZ ARTEAGA;Privada
ALEJANDRO SANCHEZ ARTEAGA;Publica
ALEJANDRO TABOADA;Publica
ALEJANDRO TOLEDO MANRIQUE;Publica
ALEJANDRO VELASCO ASTETE;Publica
ALEJANDRO VON HUMBOLDT;Privada
ALELUYA;Privada
ALEXANDER FLEMING;Privada
ALEXANDER FLEMING;Publica
ALEXANDER GRAHAM BELL;Privada
ALEXANDER VON HUMBOLDT;Privada
ALEXANDER VON HUMBOLDT;Publica
ALEXANDER VON HUMBOLDT DE ZAPALLAL;Privada
ALEXANDER VON HUMBOLT DE ZAPALLAL;Privada
ALFA;Privada
ALFA COLLEGE;Privada
ALFA COMAS;Privada
ALFA Y OMEGA;Privada
ALFAGROUP;Privada
ALFEREZ FAP SAMUEL ORDOÑEZ VELASQUEZ;Publica
ALFONSO AUGUSTO BARRANTES LINGAN;Publica
ALFONSO BARRANTES LINGAN;Publica
ALFONSO COBIAN;Privada
ALFONSO DIAZ ATALAYA;Publica
ALFONSO PELAEZ BAZAN;Publica
ALFONSO RODRIGUEZ NAJARRO;Publica
